Airline,Source,Destination,Total_Stops,Price,Price_USD,Duration_min,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min
IndiGo,Banglore,Delhi,0,3943,47.316,165,27,6,6,5,8,50
Multiple carriers,Delhi,Cochin,1,18260,219.12,755,9,3,0,20,12,55
Air India,Banglore,Delhi,0,5228,62.736000000000004,165,18,4,6,10,8,55
Jet Airways,Delhi,Cochin,2,14300,171.6,970,12,6,12,15,4,25
Air India,Kolkata,Banglore,2,10151,121.812,1830,1,5,12,0,18,30
IndiGo,Kolkata,Banglore,1,5699,68.388,280,6,5,17,35,22,15
Vistara,Kolkata,Banglore,1,9187,110.244,1655,21,5,7,10,10,45
Vistara,Kolkata,Banglore,1,8452,101.424,765,6,6,20,20,9,5
Multiple carriers,Delhi,Cochin,1,13961,167.532,665,21,3,2,15,13,20
Jet Airways,Banglore,Delhi,0,5769,69.228,180,24,6,7,10,10,10
Multiple carriers,Delhi,Cochin,1,10877,130.524,690,24,6,7,30,19,0
IndiGo,Banglore,Delhi,0,4591,55.092,170,9,4,23,30,2,20
Air India,Kolkata,Banglore,2,17732,212.784,1200,6,5,9,25,5,25
Jet Airways,Delhi,Cochin,1,12373,148.476,610,9,5,18,15,4,25
Air Asia,Kolkata,Banglore,0,3807,45.684,150,27,6,19,55,22,25
Vistara,Kolkata,Banglore,1,9555,114.66,790,9,6,7,10,20,20
Air Asia,Banglore,Delhi,0,4483,53.796,165,6,6,11,10,13,55
Jet Airways,Kolkata,Banglore,1,14781,177.372,400,12,5,14,5,20,45
Jet Airways,Delhi,Cochin,2,13292,159.504,1620,3,6,9,35,12,35
Jet Airways,Delhi,Cochin,1,12373,148.476,1425,18,5,19,15,19,0
IndiGo,Delhi,Cochin,1,5530,66.36,320,21,5,6,50,12,10
IndiGo,Delhi,Cochin,1,7081,84.97200000000001,750,18,5,8,30,21,0
Jet Airways,Delhi,Cochin,1,10262,123.144,1655,15,6,9,0,12,35
Multiple carriers,Delhi,Cochin,1,9316,111.792,455,27,5,11,40,19,15
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,705,9,5,6,30,18,15
IndiGo,Delhi,Cochin,1,8542,102.504,810,1,5,7,30,21,0
IndiGo,Banglore,Delhi,0,4823,57.876,180,15,4,16,55,19,55
Air India,Delhi,Cochin,1,12940,155.28,1660,6,3,4,0,7,40
Jet Airways,Kolkata,Banglore,1,13374,160.488,450,6,6,21,10,4,40
Multiple carriers,Delhi,Cochin,1,13062,156.744,570,21,3,11,30,21,0
Jet Airways,Delhi,Cochin,2,13014,156.168,810,3,6,5,30,19,0
Jet Airways,Banglore,Delhi,0,8541,102.492,185,21,6,18,55,22,0
Jet Airways,Kolkata,Banglore,1,11134,133.608,1210,24,3,13,55,10,5
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,615,21,3,8,55,19,10
Multiple carriers,Delhi,Cochin,1,8888,106.656,555,9,5,13,15,22,30
Jet Airways,Kolkata,Banglore,1,9663,115.956,865,12,5,18,55,9,20
Multiple carriers,Delhi,Cochin,1,17267,207.204,505,6,3,7,5,15,30
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,890,21,3,20,35,11,25
Vistara,Banglore,New Delhi,0,12123,145.476,160,18,3,19,40,22,20
Multiple carriers,Delhi,Cochin,1,8073,96.876,510,15,5,17,0,1,30
SpiceJet,Banglore,Delhi,0,4991,59.892,170,12,4,9,30,12,20
GoAir,Banglore,Delhi,0,3419,41.028,165,12,6,20,55,23,40
Jet Airways,Delhi,Cochin,1,10262,123.144,1395,27,6,19,45,19,0
Jet Airways,Delhi,Cochin,1,10262,123.144,1010,1,6,19,45,12,35
Air Asia,Kolkata,Banglore,0,3807,45.684,150,3,4,22,50,1,20
IndiGo,Mumbai,Hyderabad,0,5755,69.06,85,3,3,12,0,13,25
Jet Airways,Delhi,Cochin,1,10262,123.144,395,1,6,21,50,4,25
Air India,Delhi,Cochin,2,13039,156.468,865,21,5,17,15,7,40
Jet Airways,Banglore,New Delhi,1,7832,93.98400000000001,745,21,3,8,55,21,20
IndiGo,Chennai,Kolkata,0,6297,75.56400000000001,140,9,3,7,55,10,15
Jet Airways,Mumbai,Hyderabad,0,3210,38.52,90,24,6,19,35,21,5
Multiple carriers,Delhi,Cochin,1,15147,181.764,640,3,3,10,20,21,0
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,24,6,9,10,10,40
Jet Airways,Delhi,Cochin,2,13882,166.584,1630,12,6,9,25,12,35
Air India,Kolkata,Banglore,1,8366,100.392,745,21,5,9,25,21,50
Jet Airways,Banglore,New Delhi,1,9134,109.608,530,15,3,22,50,7,40
IndiGo,Banglore,Delhi,0,4823,57.876,170,3,4,8,30,11,20
Air India,Kolkata,Banglore,1,5006,60.072,1440,9,4,14,35,14,35
Air India,Delhi,Cochin,1,7480,89.76,1255,1,6,12,30,9,25
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,365,6,6,16,30,22,35
Jet Airways,Kolkata,Banglore,1,7064,84.768,735,1,4,20,0,8,15
IndiGo,Kolkata,Banglore,0,5224,62.688,150,21,6,14,25,16,55
Air Asia,Kolkata,Banglore,0,4384,52.608000000000004,155,15,3,10,20,12,55
Multiple carriers,Delhi,Cochin,1,13377,160.524,750,1,6,13,0,1,30
Multiple carriers,Delhi,Cochin,1,8837,106.044,755,27,5,6,40,19,15
Air India,Delhi,Cochin,1,16352,196.22400000000002,965,3,3,17,20,9,25
Air India,Delhi,Cochin,2,10441,125.292,1275,9,6,22,0,19,15
IndiGo,Chennai,Kolkata,0,3597,43.164,140,9,5,13,15,15,35
Air Asia,Kolkata,Banglore,0,3807,45.684,150,12,6,19,55,22,25
Jet Airways,Kolkata,Banglore,1,9663,115.956,735,6,5,20,0,8,15
Jet Airways,Kolkata,Banglore,1,12681,152.172,1430,1,4,20,0,19,50
Vistara,Banglore,Delhi,0,4668,56.016,170,24,5,11,30,14,20
Jet Airways,Delhi,Cochin,2,15129,181.548,1390,18,5,13,25,12,35
Multiple carriers,Delhi,Cochin,1,17057,204.684,485,3,3,17,30,1,35
Air India,Delhi,Cochin,1,8372,100.464,640,3,6,21,0,7,40
SpiceJet,Kolkata,Banglore,0,5515,66.18,150,1,3,17,15,19,45
Jet Airways,Kolkata,Banglore,1,8355,100.26,435,1,5,10,20,17,35
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,1,4,2,35,4,5
Multiple carriers,Delhi,Cochin,1,13377,160.524,630,15,6,15,0,1,30
Jet Airways,Delhi,Cochin,1,15554,186.648,1395,9,5,19,45,19,0
IndiGo,Kolkata,Banglore,0,5224,62.688,150,18,5,14,25,16,55
IndiGo,Delhi,Cochin,1,6069,72.828,300,9,6,16,0,21,0
Jet Airways,Delhi,Cochin,1,12373,148.476,1505,9,5,11,30,12,35
Jet Airways,Kolkata,Banglore,1,6959,83.508,585,12,6,18,55,4,40
SpiceJet,Kolkata,Banglore,0,3841,46.092,145,27,5,9,0,11,25
Air India,Delhi,Cochin,1,8669,104.028,925,15,5,3,50,19,15
Jet Airways,Delhi,Cochin,2,13014,156.168,810,1,6,5,30,19,0
Jet Airways,Kolkata,Banglore,1,13731,164.772,1215,6,6,8,25,4,40
Multiple carriers,Delhi,Cochin,1,7888,94.656,930,21,5,10,0,1,30
Vistara,Kolkata,Banglore,1,12942,155.304,900,24,3,7,10,22,10
Vistara,Mumbai,Hyderabad,1,12395,148.74,1290,6,3,11,55,9,25
Jet Airways,Kolkata,Banglore,1,14571,174.852,425,9,6,16,30,23,35
IndiGo,Banglore,Delhi,0,4591,55.092,175,27,4,0,30,3,25
Air India,Kolkata,Banglore,2,12592,151.104,1700,9,5,9,25,13,45
IndiGo,Kolkata,Banglore,0,4804,57.648,150,6,6,14,25,16,55
Jet Airways,Kolkata,Banglore,1,14388,172.656,1090,21,5,14,5,8,15
Air India,Delhi,Cochin,2,14851,178.21200000000002,1275,9,3,22,0,19,15
Jet Airways,Kolkata,Banglore,1,8586,103.032,665,18,5,21,10,8,15
Jet Airways,Banglore,New Delhi,1,31825,381.90000000000003,640,1,3,22,50,9,30
Jet Airways,Delhi,Cochin,2,14237,170.844,600,9,6,18,25,4,25
IndiGo,Kolkata,Banglore,1,5069,60.828,290,6,6,8,10,13,0
Jet Airways,Delhi,Cochin,1,16079,192.948,330,1,6,7,5,12,35
Jet Airways,Kolkata,Banglore,1,9663,115.956,800,15,5,18,55,8,15
Multiple carriers,Delhi,Cochin,1,13587,163.044,570,27,5,11,30,21,0
Air India,Kolkata,Banglore,1,10808,129.696,1605,24,3,20,30,23,15
Multiple carriers,Delhi,Cochin,1,11446,137.352,555,27,5,10,0,19,15
Air India,Mumbai,Hyderabad,0,3100,37.2,75,1,5,19,30,20,45
GoAir,Kolkata,Banglore,1,6484,77.808,455,1,5,16,40,0,15
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,9,5,6,25,7,55
SpiceJet,Banglore,New Delhi,0,3873,46.476,170,24,3,20,30,23,20
IndiGo,Banglore,New Delhi,1,7280,87.36,310,9,3,19,30,0,40
Air India,Mumbai,Hyderabad,0,3625,43.5,90,27,5,13,55,15,25
SpiceJet,Banglore,Delhi,0,3919,47.028,175,15,6,21,10,0,5
Jet Airways,Delhi,Cochin,1,15554,186.648,1005,9,5,2,15,19,0
IndiGo,Chennai,Kolkata,0,3850,46.2,140,3,6,7,55,10,15
Jet Airways,Delhi,Cochin,2,15129,181.548,1195,21,5,23,5,19,0
Jet Airways,Banglore,Delhi,0,7229,86.748,185,12,5,18,55,22,0
IndiGo,Banglore,Delhi,0,4823,57.876,175,27,4,18,55,21,50
IndiGo,Banglore,Delhi,0,4823,57.876,175,15,5,18,55,21,50
Vistara,Kolkata,Banglore,1,11682,140.184,1560,24,3,7,10,9,10
IndiGo,Banglore,Delhi,0,4823,57.876,175,21,4,18,55,21,50
Jet Airways,Delhi,Cochin,1,10262,123.144,925,9,6,13,0,4,25
IndiGo,Delhi,Cochin,1,6818,81.816,665,6,6,5,5,16,10
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,27,5,22,45,0,15
Vistara,Kolkata,Banglore,1,9345,112.14,975,12,5,7,10,23,25
IndiGo,Delhi,Cochin,1,6938,83.256,380,6,6,16,10,22,30
Jet Airways,Delhi,Cochin,2,10368,124.416,1615,15,6,9,40,12,35
Air India,Delhi,Cochin,2,11753,141.036,1245,12,6,10,55,7,40
Air India,Delhi,Cochin,2,12488,149.856,1485,27,5,18,30,19,15
Jet Airways,Kolkata,Banglore,1,9899,118.788,345,12,6,14,5,19,50
Multiple carriers,Delhi,Cochin,1,11622,139.464,585,6,6,9,15,19,0
SpiceJet,Kolkata,Banglore,0,3847,46.164,160,27,3,6,55,9,35
Jet Airways,Delhi,Cochin,1,16079,192.948,335,27,6,22,50,4,25
Jet Airways,Banglore,Delhi,0,6478,77.736,165,18,6,6,0,8,45
Air India,Delhi,Cochin,0,5201,62.412,180,21,6,14,10,17,10
Air Asia,Kolkata,Banglore,0,4409,52.908,155,9,5,10,20,12,55
Jet Airways,Banglore,New Delhi,1,17261,207.132,1475,6,3,8,55,9,30
Vistara,Banglore,Delhi,0,4878,58.536,155,27,5,17,0,19,35
SpiceJet,Banglore,Delhi,0,3573,42.876,160,18,5,5,55,8,35
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1220,18,5,20,0,16,20
IndiGo,Kolkata,Banglore,0,4804,57.648,155,21,4,22,15,0,50
Air India,Delhi,Cochin,0,5201,62.412,180,27,6,14,10,17,10
Multiple carriers,Delhi,Cochin,1,14533,174.39600000000002,375,18,5,13,0,19,15
SpiceJet,Kolkata,Banglore,0,3873,46.476,140,12,4,22,20,0,40
SpiceJet,Chennai,Kolkata,0,3543,42.516,140,6,6,17,45,20,5
Multiple carriers,Delhi,Cochin,1,7215,86.58,640,21,3,10,20,21,0
Multiple carriers,Delhi,Cochin,1,11999,143.988,510,21,3,10,20,18,50
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,18,5,12,0,13,30
Jet Airways,Banglore,New Delhi,1,13817,165.804,950,12,3,18,55,10,45
Air Asia,Kolkata,Banglore,0,4107,49.284,150,15,6,19,55,22,25
Multiple carriers,Delhi,Cochin,1,8073,96.876,720,9,5,9,0,21,0
IndiGo,Mumbai,Hyderabad,0,2227,26.724,90,27,6,21,20,22,50
Jet Airways,Kolkata,Banglore,1,10539,126.468,1295,6,6,20,25,18,0
IndiGo,Banglore,Delhi,0,3943,47.316,165,3,5,1,30,4,15
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1575,24,5,14,5,16,20
SpiceJet,Banglore,New Delhi,0,3925,47.1,170,24,3,20,30,23,20
Jet Airways,Mumbai,Hyderabad,0,3210,38.52,85,1,5,2,55,4,20
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,180,6,6,17,45,20,45
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,12,4,17,10,19,40
Jet Airways,Kolkata,Banglore,1,14388,172.656,450,9,5,21,10,4,40
IndiGo,Chennai,Kolkata,0,3597,43.164,140,18,6,14,45,17,5
Multiple carriers,Delhi,Cochin,1,14086,169.032,630,9,3,15,5,1,35
IndiGo,Banglore,Delhi,0,3749,44.988,170,9,6,22,10,1,0
Jet Airways,Banglore,Delhi,0,7229,86.748,165,24,5,6,0,8,45
Multiple carriers,Delhi,Cochin,1,15603,187.236,840,6,3,7,0,21,0
IndiGo,Banglore,Delhi,0,4823,57.876,170,27,5,20,0,22,50
Jet Airways,Mumbai,Hyderabad,0,8040,96.48,90,3,4,10,20,11,50
Jet Airways,Kolkata,Banglore,1,13941,167.292,1655,6,5,6,30,10,5
Jet Airways,Delhi,Cochin,1,14714,176.568,395,6,6,21,50,4,25
Vistara,Kolkata,Banglore,1,7927,95.124,700,1,4,7,10,18,50
Jet Airways,Banglore,Delhi,0,4030,48.36,175,15,5,11,10,14,5
IndiGo,Delhi,Cochin,1,8285,99.42,710,21,3,9,10,21,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,590,6,5,8,25,18,15
Jet Airways,Kolkata,Banglore,1,9663,115.956,1610,12,5,6,30,9,20
IndiGo,Kolkata,Banglore,0,4148,49.776,165,27,3,22,10,0,55
IndiGo,Delhi,Cochin,1,6496,77.952,295,24,6,5,10,10,5
IndiGo,Kolkata,Banglore,0,4148,49.776,165,18,3,22,10,0,55
Jet Airways,Kolkata,Banglore,1,13339,160.068,790,24,3,6,30,19,40
Jet Airways,Delhi,Cochin,2,13882,166.584,1630,15,6,9,25,12,35
IndiGo,Banglore,Delhi,0,3943,47.316,165,12,5,1,30,4,15
Jet Airways,Banglore,New Delhi,1,11087,133.044,950,12,3,20,35,12,25
Jet Airways,Delhi,Cochin,2,15318,183.816,505,6,6,20,0,4,25
SpiceJet,Kolkata,Banglore,0,3873,46.476,140,6,6,22,20,0,40
Multiple carriers,Delhi,Cochin,1,11573,138.876,845,27,5,4,55,19,0
Vistara,Banglore,Delhi,0,4668,56.016,170,15,5,11,30,14,20
Air India,Banglore,New Delhi,2,13576,162.912,980,1,3,5,50,22,10
Air India,Banglore,New Delhi,1,15434,185.208,1510,1,3,11,50,13,0
Vistara,Banglore,Delhi,0,5403,64.836,170,21,4,11,30,14,20
Jet Airways,Delhi,Cochin,2,16914,202.96800000000002,2300,6,3,5,25,19,45
Jet Airways,Kolkata,Banglore,1,14781,177.372,665,21,5,21,10,8,15
Jet Airways,Banglore,Delhi,0,4544,54.528,175,9,4,11,10,14,5
Air India,Kolkata,Banglore,2,9416,112.992,1195,12,6,12,0,7,55
Vistara,Kolkata,Banglore,1,8662,103.944,945,9,6,7,10,22,55
Air India,Delhi,Cochin,1,9194,110.328,555,24,6,10,0,19,15
SpiceJet,Kolkata,Banglore,0,3873,46.476,155,3,6,6,55,9,30
IndiGo,Kolkata,Banglore,1,11465,137.58,295,9,6,9,20,14,15
Air India,Delhi,Cochin,1,8907,106.884,795,9,6,9,45,23,0
Air India,Delhi,Cochin,2,8770,105.24000000000001,1560,21,3,17,15,19,15
Jet Airways,Delhi,Cochin,1,12242,146.904,1110,27,3,9,55,4,25
Multiple carriers,Delhi,Cochin,1,12192,146.304,540,12,6,10,0,19,0
Vistara,Kolkata,Banglore,1,8505,102.06,1655,1,4,7,10,10,45
Jet Airways,Kolkata,Banglore,1,9663,115.956,1155,9,5,14,5,9,20
Multiple carriers,Delhi,Cochin,1,8614,103.36800000000001,705,15,6,7,30,19,15
Jet Airways,Delhi,Cochin,2,13292,159.504,1375,24,6,5,30,4,25
Multiple carriers,Delhi,Cochin,1,7740,92.88,490,3,6,12,50,21,0
IndiGo,Delhi,Cochin,1,8854,106.248,415,1,5,18,35,1,30
IndiGo,Delhi,Cochin,2,7682,92.184,765,6,3,8,35,21,20
IndiGo,Kolkata,Banglore,0,4804,57.648,155,9,5,17,15,19,50
Vistara,Banglore,Delhi,0,4668,56.016,170,21,5,9,45,12,35
Multiple carriers,Delhi,Cochin,1,5797,69.56400000000001,615,24,6,15,15,1,30
Air India,Delhi,Cochin,0,4729,56.748000000000005,180,3,4,14,10,17,10
Multiple carriers,Delhi,Cochin,1,7888,94.656,750,21,5,13,0,1,30
IndiGo,Kolkata,Banglore,1,5069,60.828,290,24,5,8,10,13,0
Air India,Delhi,Cochin,3,9128,109.536,2280,21,3,5,15,19,15
Jet Airways,Kolkata,Banglore,1,9663,115.956,800,1,5,20,0,9,20
Air India,Delhi,Cochin,1,7952,95.424,765,6,6,20,40,9,25
Jet Airways,Delhi,Cochin,1,10262,123.144,1595,24,6,10,0,12,35
Jet Airways,Delhi,Cochin,2,13882,166.584,1000,6,6,11,45,4,25
IndiGo,Banglore,Delhi,0,4591,55.092,170,12,5,13,0,15,50
Air India,Mumbai,Hyderabad,2,16172,194.064,255,12,3,21,10,16,55
IndiGo,Banglore,Delhi,0,4591,55.092,165,18,4,1,30,4,15
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,24,6,6,25,7,55
IndiGo,Kolkata,Banglore,0,4804,57.648,155,3,5,15,30,18,5
Multiple carriers,Delhi,Cochin,1,6673,80.07600000000001,450,27,3,8,0,15,30
Jet Airways,Delhi,Cochin,2,11150,133.8,1760,27,6,23,5,4,25
Air India,Delhi,Cochin,2,13591,163.092,1380,15,6,20,15,19,15
IndiGo,Banglore,Delhi,0,4077,48.924,165,9,5,6,5,8,50
Multiple carriers,Delhi,Cochin,1,12927,155.124,730,1,6,7,5,19,15
Jet Airways,Delhi,Cochin,2,16274,195.288,425,21,5,5,30,12,35
Vistara,Banglore,Delhi,0,4668,56.016,160,15,5,7,0,9,40
Jet Airways,Delhi,Cochin,1,12898,154.776,940,27,5,20,55,12,35
Air India,Mumbai,Hyderabad,1,11678,140.136,465,6,3,16,0,23,45
IndiGo,Delhi,Cochin,1,5775,69.3,345,12,6,21,50,3,35
SpiceJet,Kolkata,Banglore,0,5515,66.18,150,1,3,9,0,11,30
Jet Airways,Banglore,New Delhi,1,13555,162.66,610,18,3,22,50,9,0
Jet Airways,Kolkata,Banglore,1,14571,174.852,730,24,5,16,30,4,40
SpiceJet,Mumbai,Hyderabad,0,2227,26.724,90,9,6,13,15,14,45
Air India,Banglore,Delhi,0,6961,83.532,170,24,6,13,20,16,10
Air India,Delhi,Cochin,1,15704,188.448,735,9,3,7,0,19,15
Jet Airways,Mumbai,Hyderabad,0,8040,96.48,90,6,3,10,20,11,50
Jet Airways,Delhi,Cochin,1,14714,176.568,550,1,6,19,15,4,25
Jet Airways,Delhi,Cochin,2,9296,111.552,1325,27,3,6,20,4,25
Multiple carriers,Delhi,Cochin,1,10197,122.364,600,21,5,9,0,19,0
Air India,Delhi,Cochin,1,8372,100.464,375,12,6,13,0,19,15
Vistara,Delhi,Cochin,0,6741,80.892,175,9,3,14,55,17,50
IndiGo,Chennai,Kolkata,0,6297,75.56400000000001,155,9,3,17,5,19,40
Jet Airways,Kolkata,Banglore,1,13626,163.512,590,12,6,8,25,18,15
Jet Airways,Delhi,Cochin,2,15129,181.548,1430,27,5,19,10,19,0
IndiGo,Delhi,Cochin,1,6426,77.112,345,21,3,2,0,7,45
Jet Airways,Delhi,Cochin,2,20904,250.848,495,9,3,20,10,4,25
Air Asia,Delhi,Cochin,1,6451,77.412,625,9,4,20,45,7,10
Air India,Banglore,New Delhi,1,12704,152.448,855,1,3,9,30,23,45
Jet Airways,Kolkata,Banglore,1,13067,156.804,800,24,5,20,25,9,45
Jet Airways,Banglore,Delhi,0,7229,86.748,165,18,5,6,0,8,45
Jet Airways,Delhi,Cochin,2,12347,148.16400000000002,2040,21,3,18,25,4,25
Multiple carriers,Delhi,Cochin,1,17057,204.684,425,3,3,13,55,21,0
Air India,Kolkata,Banglore,2,8366,100.392,535,18,5,9,25,18,20
Multiple carriers,Delhi,Cochin,1,15078,180.936,930,9,5,10,0,1,30
Air Asia,Kolkata,Banglore,1,7870,94.44,710,9,6,7,35,19,25
IndiGo,Mumbai,Hyderabad,0,3603,43.236000000000004,90,12,5,16,55,18,25
Air India,Kolkata,Banglore,1,11936,143.232,555,12,6,7,0,16,15
Multiple carriers,Delhi,Cochin,1,8925,107.10000000000001,930,27,5,10,0,1,30
Air India,Delhi,Cochin,0,6934,83.208,180,21,4,14,10,17,10
Jet Airways,Delhi,Cochin,1,6542,78.504,450,15,4,11,30,19,0
IndiGo,Kolkata,Banglore,0,4778,57.336,155,15,3,14,20,16,55
IndiGo,Kolkata,Banglore,0,4804,57.648,155,24,5,17,15,19,50
Jet Airways,Kolkata,Banglore,1,14151,169.812,870,12,5,20,25,10,55
Multiple carriers,Delhi,Cochin,1,16108,193.296,375,1,6,13,0,19,15
Multiple carriers,Delhi,Cochin,1,13377,160.524,630,1,6,15,0,1,30
SpiceJet,Banglore,Delhi,0,3919,47.028,170,1,4,9,30,12,20
Multiple carriers,Delhi,Cochin,1,15136,181.632,425,6,3,13,55,21,0
Vistara,Kolkata,Banglore,1,9345,112.14,790,21,5,7,10,20,20
Multiple carriers,Delhi,Cochin,1,12327,147.924,795,27,3,2,15,15,30
Jet Airways,Banglore,New Delhi,1,12284,147.40800000000002,435,18,3,8,55,16,10
Air India,Delhi,Cochin,2,13039,156.468,1560,15,5,17,15,19,15
Jet Airways,Delhi,Cochin,1,11848,142.17600000000002,660,9,3,17,25,4,25
Jet Airways,Delhi,Cochin,1,16079,192.948,1485,21,5,18,15,19,0
IndiGo,Kolkata,Banglore,0,4804,57.648,155,3,5,22,15,0,50
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1655,9,6,20,0,23,35
Vistara,Kolkata,Banglore,1,8505,102.06,865,1,4,20,20,10,45
Air India,Kolkata,Banglore,2,11774,141.288,1210,24,3,9,25,5,35
Jet Airways,Banglore,Delhi,0,5769,69.228,165,3,6,6,0,8,45
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,740,1,5,8,25,20,45
SpiceJet,Chennai,Kolkata,0,3597,43.164,135,24,5,8,20,10,35
Multiple carriers,Delhi,Cochin,1,16497,197.964,530,6,3,10,0,18,50
Jet Airways,Kolkata,Banglore,1,14151,169.812,1570,15,5,17,0,19,10
IndiGo,Kolkata,Banglore,0,4804,57.648,165,6,5,9,35,12,20
Air India,Mumbai,Hyderabad,0,3100,37.2,85,24,5,15,0,16,25
Jet Airways,Delhi,Cochin,1,14714,176.568,600,3,6,9,0,19,0
IndiGo,Mumbai,Hyderabad,0,8853,106.236,90,1,3,16,55,18,25
IndiGo,Delhi,Cochin,1,6582,78.984,315,1,6,7,15,12,30
Vistara,Banglore,Delhi,0,4668,56.016,170,3,6,11,30,14,20
Jet Airways,Kolkata,Banglore,1,14571,174.852,1220,6,6,20,0,16,20
Jet Airways,Delhi,Cochin,1,13843,166.116,395,6,3,21,50,4,25
Multiple carriers,Delhi,Cochin,1,7354,88.248,755,3,6,6,40,19,15
IndiGo,Kolkata,Banglore,0,4804,57.648,155,1,6,22,15,0,50
IndiGo,Chennai,Kolkata,0,5277,63.324,140,1,6,22,5,0,25
Air India,Delhi,Cochin,1,5998,71.976,705,27,3,20,30,8,15
IndiGo,Banglore,Delhi,0,4591,55.092,170,1,4,13,0,15,50
IndiGo,Chennai,Kolkata,0,3597,43.164,140,6,5,14,45,17,5
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,90,24,6,19,35,21,5
IndiGo,Chennai,Kolkata,0,3850,46.2,140,6,6,7,55,10,15
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,18,6,13,15,14,45
Jet Airways,Delhi,Cochin,1,10262,123.144,1325,15,6,20,55,19,0
Air India,Delhi,Cochin,2,8603,103.236,435,12,6,12,0,19,15
Multiple carriers,Delhi,Cochin,1,14153,169.836,555,3,3,13,5,22,20
Jet Airways,Kolkata,Banglore,1,8066,96.792,1630,6,5,20,25,23,35
Multiple carriers,Delhi,Cochin,1,7695,92.34,765,21,3,12,50,1,35
SpiceJet,Delhi,Cochin,1,8488,101.85600000000001,270,6,3,8,45,13,15
GoAir,Banglore,New Delhi,0,4340,52.08,175,18,3,11,40,14,35
Jet Airways,Kolkata,Banglore,1,14151,169.812,870,15,5,20,25,10,55
Jet Airways,Banglore,New Delhi,1,11087,133.044,730,18,3,16,55,5,5
Jet Airways,Kolkata,Banglore,1,13759,165.108,1345,24,3,19,45,18,10
Jet Airways,Delhi,Cochin,1,16079,192.948,550,21,5,19,15,4,25
Multiple carriers,Delhi,Cochin,1,12717,152.604,600,1,6,9,0,19,0
Jet Airways,Mumbai,Hyderabad,0,4995,59.94,90,21,6,10,20,11,50
SpiceJet,Kolkata,Banglore,0,3873,46.476,150,12,4,17,10,19,40
Jet Airways,Kolkata,Banglore,1,7826,93.912,330,24,3,6,30,12,0
Vistara,Kolkata,Banglore,1,7980,95.76,765,1,4,20,20,9,5
Multiple carriers,Delhi,Cochin,1,9486,113.83200000000001,910,21,5,9,45,0,55
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1400,9,6,18,55,18,15
IndiGo,Chennai,Kolkata,0,6482,77.784,140,3,3,5,15,7,35
IndiGo,Delhi,Cochin,1,6628,79.536,480,1,6,17,30,1,30
Air India,Kolkata,Banglore,1,7452,89.424,675,6,6,9,50,21,5
Jet Airways,Delhi,Cochin,2,13882,166.584,1140,15,6,9,25,4,25
Multiple carriers,Delhi,Cochin,1,8099,97.188,600,27,6,9,15,19,15
Vistara,Banglore,Delhi,0,4878,58.536,155,1,6,17,0,19,35
IndiGo,Kolkata,Banglore,1,5170,62.04,315,6,6,15,15,20,30
SpiceJet,Banglore,New Delhi,1,6315,75.78,485,3,3,15,35,23,40
IndiGo,Chennai,Kolkata,0,7295,87.54,135,1,3,13,20,15,35
Multiple carriers,Delhi,Cochin,1,9794,117.528,690,1,5,7,30,19,0
Jet Airways,Delhi,Cochin,2,8834,106.008,1995,21,3,19,10,4,25
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,21,6,22,45,0,15
Multiple carriers,Delhi,Cochin,1,12615,151.38,785,9,3,6,40,19,45
Vistara,Banglore,New Delhi,0,7240,86.88,175,9,3,21,10,0,5
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,175,24,6,15,15,18,10
Vistara,Banglore,Delhi,0,4878,58.536,155,6,5,17,0,19,35
Jet Airways,Delhi,Cochin,2,13292,159.504,1375,12,6,5,30,4,25
Air India,Banglore,New Delhi,1,11707,140.484,1265,12,3,11,50,8,55
IndiGo,Delhi,Cochin,1,6147,73.764,310,24,6,17,5,22,15
IndiGo,Delhi,Cochin,1,6093,73.116,810,12,6,7,30,21,0
Jet Airways,Kolkata,Banglore,1,12681,152.172,735,1,4,20,0,8,15
SpiceJet,Banglore,Delhi,0,3311,39.732,160,27,5,5,55,8,35
